"","Cisplatin_1005","Gefitinib_1010","Axitinib_1021","5-Fluorouracil_1073","Sorafenib_1085","Oxaliplatin_1089","Erlotinib_1168","Gemcitabine_1190","Lapatinib_1558","Oxaliplatin_1806"
"GSM363105",2.89654987331678,3.22490045496628,3.00461603959482,4.0049189523795,2.71032285456091,3.45777586829387,2.67651257773286,-1.07353765222558,2.68054627205773,4.61897664936434
"GSM363106",3.6321766391518,3.32743006339678,3.53595848603807,5.60206268163796,2.843750715778,4.37208351846631,2.62120110637751,1.21425796878603,3.13710203940158,5.6003372297843
"GSM363107",4.64898058186683,3.80434789368579,3.21263244876489,6.02182030826445,2.63580960126884,4.81249108733524,2.98579828235443,2.86920116136548,3.49703956715513,6.05349308317106
"GSM363108",3.20405397479663,2.95660384394266,2.73454212022692,4.62102996358022,2.78040229631784,3.82507988109129,2.46631893770028,-0.315876703732907,3.15087837228681,5.22423729120364
"GSM363109",4.79919403696254,3.66133883816319,2.67837536671634,5.93856849403549,3.12646418267073,5.03371307746883,2.80547204517382,2.23885563590609,3.48778167755577,6.34510699871521
"GSM363110",2.82913110840484,2.76916231913752,2.86762612682443,5.19181904843536,2.76151149887796,3.37647246975812,2.14541114086049,-0.98927944675211,2.76420219211433,4.26979872399223
"GSM363111",3.2910213538831,2.75787549919996,2.54254702542176,5.12241453642365,2.70921774982115,3.72910094390118,2.18744688628557,-0.705042148371702,2.98083943919327,4.66373575915148
"GSM363112",3.27150055308468,2.97655496554462,2.7107637470719,4.564147134834,2.49590588572387,3.53929641665718,2.37200447483785,-0.62348640072467,3.24786909176051,4.79650234146893
"GSM363113",3.32846467096426,3.16759994593739,3.02655016592675,4.30677336420318,2.5149857803004,3.48949492014364,2.61338577184035,-1.21912228556954,3.08271111549333,4.62734295259344
"GSM363114",3.13420442665323,2.95385040750831,2.93987043998546,4.20812013910756,2.35158712589623,3.0639052531309,2.36193810462028,-1.37231778415934,2.9646640542867,4.30350382946911
"GSM363115",2.74988580776146,3.17709828793926,2.83350879124918,3.87885491020196,2.69194101115912,3.34077517448661,2.46421023499555,-0.985728495021671,3.18617940373722,4.96160474959785
"GSM363116",2.99496238133929,3.03177308854063,2.77728974390571,4.22105279748595,2.46790196807171,3.26946726367544,2.44082174726565,-1.26206689917294,3.06199139086485,4.50030253802975
"GSM363117",2.97019955109396,3.12753035821281,2.87543205066965,4.26427459433075,2.50263459528425,3.23466796172084,2.37918622974195,-1.74021864386866,3.30422640252753,4.45136994879606
"GSM363118",3.52921961374467,3.18578881284278,2.91643567453867,4.56983960458168,2.64467259130253,3.48749474000901,2.56809397746577,-0.786431458101115,3.30021387740193,4.68393328044674
"GSM363119",3.47583999082929,3.13393047175916,3.05141259118153,4.57863756862436,2.6882232688088,3.56646045171602,2.52695165777123,-0.750965942562294,3.17872043713519,4.78564676332198
"GSM363120",3.49641446186641,3.06872762894772,3.33328684737454,5.57084422384203,2.94218131449967,3.80590374343512,2.30525471275756,-0.180583574794604,2.93037424079287,4.7106946436056
"GSM363121",2.14195905243526,2.91254070851789,3.03303379171064,4.69163955782183,2.78817407747917,3.69226287284575,2.06357157817568,-1.58702649773692,2.5412030173747,4.92627272012893
"GSM363122",2.8839342057691,2.72814599521666,2.86257481314233,5.35138389100902,2.88063035134501,3.93035307207333,2.17512843628141,-0.594878407654786,3.2340434575477,5.11901463648327
"GSM363123",4.54070221085879,3.25371194636668,2.7350048174844,5.62678466673276,3.09163094022738,4.90183992120623,2.66712892148306,3.46171371888034,3.17350499754001,6.21526111359185
"GSM363124",4.22490591971604,3.10069263869153,2.6970411612274,5.17550616088948,3.01774113650031,4.31598693946721,2.55810069367922,1.89407326371101,3.0386522077494,5.45084679337453
"GSM363125",2.82073398396298,3.4372968584844,3.16252778157372,4.48561922652683,2.8177743249377,3.90442831471309,2.7031935522371,-0.84142097730848,3.25074803942133,5.23871371211621
"GSM363126",2.81395312961451,2.72803300459783,2.82363051626951,4.48180285636317,2.48599351023324,3.7150696490386,2.43089967630977,-0.832851776726783,2.59709281239967,5.18077227081606
"GSM363127",3.04498261901015,3.39789612246162,2.24381305010231,4.46611022489825,2.65071386651011,4.15113479577024,2.65405554569159,0.145231478875706,3.32651811632108,5.55472062196712
"GSM363128",3.94251857366825,3.39723024852803,2.46943328617692,5.25715241789924,3.29869739869009,4.87350819881606,2.88078194473769,1.47781658969529,2.86836830493772,6.22807499723906
"GSM363129",2.73524563704095,3.19578199536735,3.18674402107019,3.6299282022785,2.37799387553617,2.87130199715396,2.7730759115353,-0.468954074092379,2.91320434525933,4.10322496841165
"GSM363130",4.23256499341313,3.64259478885203,3.48677142862279,5.39683643192021,3.12927694522395,4.75045009109087,2.72246296422693,2.06409990140572,3.24926527348021,5.73777967192594
"GSM363131",3.15341443340316,3.03834644420395,2.923221153506,4.47924257821238,2.48565174740326,3.36707049368817,2.36850566715072,-0.727252330422496,3.2741515319126,4.49683340662573
"GSM363132",3.07835840643926,3.27297494931012,2.76694320646067,4.33438522342281,2.49426293873585,3.21974677299142,2.5814271656323,-1.40053046397034,3.12156355370188,4.45855864797302
"GSM363133",2.56584456173452,2.88491858844437,2.58967907810695,4.35058165693704,2.41499249100508,3.02118281951801,2.32648492485268,-1.77300641665762,2.83194454749751,4.21937271668488
"GSM363134",3.30976665606042,3.12879290752573,2.89862266964688,4.63715943443201,2.62683690721009,3.43804694595568,2.62222106719971,-1.19372171061354,2.914837577568,4.54272331540519
"GSM363135",2.54839125316893,2.83720278530634,2.48739119143366,4.15477979331759,2.23529209674459,3.02129708217899,2.31902216425943,-2.14761888402257,2.84680689858383,4.27027390208176
"GSM363136",3.50162262335791,3.05046183634603,2.80758510577599,4.58622109850651,2.57150606677667,3.6305269103598,2.47470097379459,-0.522895826754354,3.27445543064328,4.84318518510551
"GSM363137",2.43697693481669,3.01390315010033,2.74708983131557,3.80347552739954,2.41119079026792,3.19400957950768,2.28277451008813,-2.01239044488129,3.41133248947396,4.50115290523318
"GSM363138",3.82054724792412,3.02562355814551,2.81616760285717,4.91846015421424,2.53787656013908,3.6302011762873,2.58728861532194,-0.462147568321752,2.87032482272583,4.70060638144438
"GSM363139",2.77946967151733,3.01439427578102,2.78795102629938,4.17165683452834,2.37918541029679,3.13783725336305,2.30023283050755,-1.78517390010115,3.22930809518656,4.39150374950263
"GSM363140",3.11159188367266,2.93987685978765,2.81500318667437,4.28170082526912,2.44022951245939,3.26933887458984,2.45054635045164,-0.889846467384077,2.97327027482901,4.46394995607649
"GSM363141",2.98236331963365,3.14342147528077,2.96252346491663,4.90137430028527,2.7968156758129,3.57135779146883,2.4445479523876,-0.989212299617005,3.08539662796414,4.443733314569
"GSM363142",4.85413465344979,3.70004027678584,3.19718418939561,6.05382843318433,3.35209798238421,5.02758344391615,2.89713981149617,1.84883027579254,3.45492259588436,6.17276633778452
"GSM363143",2.46094218223685,2.61431117117059,2.77900266126461,4.78442120411064,3.02855234793159,3.97474335614516,2.04402660868665,-2.16423864023283,2.98194699873241,5.02004383640637
"GSM363144",3.43443382366915,3.37880415974665,3.30493269182,4.83642477341301,3.00224153515528,3.97088867713178,2.62017302868024,-0.341909075248459,3.06071414388127,5.07956573605729
"GSM363145",1.74953970600857,2.84906376245055,3.16128221411154,4.36171067266412,2.57823554469081,3.72275785636887,2.16591171652242,-1.56476279626658,2.45545605861521,5.22085287249254
"GSM363146",1.89240455746904,2.9264059007574,3.36574420816218,4.1317143743946,2.56649062615436,3.48795313124074,2.2530757531194,-2.31958034479544,2.3608476618479,4.62400039093415
"GSM363147",3.24438105931733,3.44236410749019,3.09184249571473,5.49245753162061,2.28913757228771,4.33366809848815,2.79890679980996,0.785549261234656,2.91028906807564,5.76720806402792
"GSM363148",3.14401303390209,3.31700750016077,2.89061774859565,4.82661402711002,2.26139960103061,3.49899498551213,2.70371983289364,-0.544828257468052,3.07375976343899,4.79437257034209
"GSM363149",3.89083067207331,3.25354964658135,2.8427934911567,5.31355793352549,2.93705487418002,4.34425301863728,2.64985800723479,0.157359424186053,3.61174060073782,5.6816953529506
"GSM363150",2.73848183877855,3.5734420715659,3.29553424316505,4.92476052283693,2.37388964329026,3.70130050822708,2.81677816901556,-1.18364982674542,3.09979643846609,4.76100616206539
"GSM363151",4.97262865763963,3.74365052828886,3.1766331585046,5.75752139122835,3.08346067096084,4.92534069809956,3.00417148727119,2.34653135037754,3.76598798613975,6.1677065610059
"GSM363152",3.99286540476551,3.13264381531493,3.25365420881426,4.9054241327724,3.01696564209068,4.41326288644279,2.57823101449013,1.313014397944,2.67649430573023,5.51698025033953
"GSM363153",3.09964864527909,3.11027478414228,2.86384319391834,4.68871259818449,2.65844052330434,3.51289049050329,2.58406843314584,-1.44321203949731,2.99685053739527,4.63743685385584
"GSM363154",3.73599257883098,3.15467123479832,2.91134488811136,4.9177071656918,2.56378647712077,3.54915974078287,2.63144531480613,-0.502484634415252,2.97799557817335,4.70001459217099
"GSM363155",3.29941143239385,2.99737884106112,2.91879166073985,4.77679552138282,2.45093621208038,3.32475582378815,2.45825942780949,-0.774018344953128,2.85436596534292,4.43758570861878
"GSM363156",2.92887622698298,3.07853657815558,2.76645351879456,4.33331028750094,2.42527600062705,3.24537737602805,2.35319131801009,-1.35636071458402,3.25958254941804,4.55873038974325
"GSM363157",3.43154652476627,3.07361234364791,3.08052217876039,4.6120324476037,2.60119414127319,3.47791610672734,2.53794033795428,-0.670929042448465,3.06446333795801,4.55850469022173
"GSM363158",3.17786633578174,3.00688469385507,2.82948996771434,4.72526613510368,2.44647880684228,3.44481427629769,2.46904668848042,-0.8913649651035,2.91098445432324,4.57333317420843
"GSM363159",3.00913375907208,3.04930131114513,2.86506299378159,4.48670736125202,2.50911649139807,3.26605366285544,2.45333807757554,-1.22528347809995,2.91238634915447,4.27613772234036
"GSM363160",3.31257025140596,3.21784810705214,2.73923576874394,4.67722905366912,2.48429592921167,3.609710778528,2.47405086009837,-0.843800895991996,3.22371625856334,4.74451410048518
"GSM363161",3.21583996236713,3.03180082905464,2.80640231273729,4.49645434067562,2.47564243749068,3.28839396084169,2.44853244538965,-1.032368544429,2.97848529066759,4.3894457499531
"GSM363162",3.53907735419406,3.07871100174862,2.76591054356394,4.66088789532215,2.59456966721773,3.57866777452407,2.47893925337878,-0.457738525023323,3.18316983648009,4.70275660562025
"GSM363163",2.94577986443221,3.07960647000581,2.72468998264477,4.28854711185237,2.42427851752627,3.27681980782337,2.49358640671904,-1.60926164441933,2.95542727931932,4.38593559414563
"GSM363164",4.26990611300186,3.55724213851095,3.3084926144153,5.20466328848783,3.00542592954202,4.01459982828712,3.08622586372422,2.27953351703354,3.2216279755783,5.13839608638925
"GSM363165",3.84357661891028,3.04304600401684,2.85836229976311,4.80276444362646,2.48067077344823,3.71271789669184,2.53460384618731,0.510435715084144,3.0743009003444,4.75354643732407
"GSM363166",3.04114232871469,2.97875650268421,2.81562003732985,5.07186575942429,2.59144985751097,3.95424689328097,2.41183159471459,0.340953415332108,2.50430515413696,5.15422818668422
"GSM363167",3.37314834330681,2.81980406592127,2.74325867448402,4.50627871532742,2.42141492571549,3.16673976549524,2.44553467068797,-1.10036586678759,2.50064159559929,4.26999807489608
"GSM363168",4.83161687588237,3.31021050047424,2.96601752913207,4.83213336029818,2.88684364827094,4.24262462100578,2.96838098957818,0.371453381517654,2.78412458663864,5.64035343531716
"GSM363169",3.47644521466428,3.14190794228835,2.64534498574466,5.10909295122506,2.56903720347245,4.2319274458389,2.43723059304111,0.305292080127463,2.91462129848616,5.6987363664299
"GSM363170",3.5957328254254,3.57485277809806,3.23317490172182,4.73043123882234,2.8967947635138,4.42208377603157,2.5719707167775,0.648548465839921,3.70996965551463,5.62935086936334
"GSM363171",3.36268503035419,3.16398247550456,3.00092078661333,4.36330965727893,2.5032985944553,3.35967948885266,2.56915422609025,-0.814452676386055,3.02312513252489,4.5395975350477
"GSM363172",2.98348231160874,3.00392277535733,2.57805676315977,4.91688441030585,3.12947152986182,4.2391777502018,2.5017147189194,0.63082237284223,2.57059806890734,5.20938471868039
"GSM363173",2.70379393084362,3.11513380198552,2.86035845731562,4.15972612169508,2.58132875347327,3.36423617698136,2.55171993373781,-2.15852224019483,3.18957854602021,4.46974369433384
"GSM363174",2.70037734496193,3.04131475635333,3.05561740581114,4.24634279469554,2.14957485337712,3.39263027577962,2.57908260779282,-0.0966764434619765,2.93196379214424,4.74057305181397
"GSM363175",2.70674698312858,2.86775350995341,2.71893082806489,3.82988071528788,2.32392471930528,2.97110319527266,2.30241582449158,-1.84839511863028,2.95195548527509,4.19133198577372
"GSM363176",3.36699041869225,3.24801876258702,2.75243296246411,4.22464792133142,2.57638435361151,3.7885324282161,2.61876649156774,-0.584012083668681,3.33270927301698,5.03532804554779
"GSM363177",3.16563051413271,3.09848587507511,2.62418493036546,4.46235434808364,2.55482235150516,3.46995850626692,2.51697989522058,-1.08661897183754,3.23006364229934,4.70159682209853
"GSM363178",4.13990940196172,3.5075384733419,2.90324286723963,5.81271060695415,2.85072309433921,4.54976909524325,2.73422802345173,0.333003826373834,3.63873531485182,6.08354928949397
"GSM363179",3.81453408539576,3.01789683192208,2.809500663809,4.68516945479354,2.47502252547009,3.5497555018249,2.44281087714064,-0.144237727861562,3.01277169870685,4.76138513570227
"GSM363180",2.51604004650924,3.23959173212639,2.63994959505228,4.13410234471232,2.1856230686584,3.06758484544997,2.63805764497878,-0.97051034449286,2.9900894727038,4.24966925845087
"GSM363181",3.33746548218182,2.97085493224121,2.58122770489355,4.29489535505004,2.23294045126329,3.19690010714397,2.53767363144361,-0.744823847745675,2.84978985103144,4.38100920842278
"GSM363182",3.58970039731593,3.39110704297915,3.46593715112729,4.88452017862835,2.5720558339749,4.03010922865702,2.77367963736272,0.0516795248170272,2.94302811235275,5.4626081431463
"GSM363183",3.24112064112379,3.13886757359984,3.12844975336328,4.55427928438304,2.66938203093582,3.59155962913904,2.61046722702357,-1.48201261230528,3.00952642006977,4.70820833040387
"GSM363184",3.4784038466718,1.58336350663372,4.06793909594805,3.90144781453101,4.23341097188625,4.79611392376034,1.29252614641708,-0.864630816393564,1.32273634688351,5.88961695080698
"GSM363185",2.65293470256936,3.28889893744971,2.89756771241851,3.97502292909234,2.42757330475344,3.3584047814815,2.60445331712812,-1.75446238971913,3.4633606978168,4.59409324961426
"GSM363186",3.32534372015804,3.19164515767084,2.95660636601455,4.48518761186166,2.48983498018887,3.52444177275814,2.60631957285997,-0.810531224076775,3.23166481368042,4.78694464106225
"GSM363187",3.38833855298772,2.88011853766791,2.44736442925855,4.25158233787571,2.18029398250348,3.23110914211419,2.54723920388912,-0.658245096363335,2.68929499863666,4.40876822505564
"GSM363188",3.1258394633895,3.44897780092984,2.75091686318859,4.69674386795387,2.71394397757699,4.02973455900619,2.74013453999069,-0.764041610694698,3.49176553511236,5.46549395131441
"GSM363189",2.76220516919432,2.90451879241441,2.61008725665531,3.97638942298465,2.25669803863584,3.11051398166003,2.33897597054472,-1.68946515843052,2.95296347111822,4.36245868072107
"GSM363190",3.46207639253774,3.46479800142178,2.68042049927547,4.92533072418405,2.786136385242,4.51011364000614,2.67598643718706,0.448813646012249,3.2900947772425,5.70392321084277
"GSM363191",2.90858055822982,3.0837679801489,2.9445284658355,4.08452858705967,2.47726298300667,3.31616873194333,2.45633352512791,-1.69282806011807,3.10925842593717,4.47287200459624
"GSM363192",4.5496149508119,3.61567337706516,2.96471042692057,5.67767900321669,2.96731534355688,5.03107202596833,2.84983166517737,2.34351681840736,3.49498583496733,6.33692609435472
"GSM363193",3.19484359573356,3.22046292658897,2.94766305698421,4.16309988268959,2.44430045652735,3.37278503562378,2.55632030706043,-0.961569369263958,3.24941228216279,4.63796500229166
"GSM363194",2.74979870502233,3.1888280392491,2.72798549591535,4.27502532514881,2.20920201876712,3.63914915653583,2.56710475436781,-0.727300832873568,2.88799991131886,5.08353409618497
"GSM363195",3.43755747735304,2.99836605730814,2.71935930661656,4.67684389493956,2.50067069416294,3.41684858576245,2.55502385047901,-0.700451744523609,2.76071176290572,4.51982444220408
"GSM363196",2.66065045794595,2.87655070105052,3.16631245512246,4.05325237467621,2.31181730421964,3.38186424479625,2.2449462206799,-0.681906687620315,2.87021852135002,4.66921398926364
"GSM363197",3.35101877259892,3.06825084519577,2.64723187978006,4.30928205810844,2.42267327986822,3.3913205973072,2.58318292896416,-0.788342886355482,3.0156184473231,4.58332012445645
"GSM363198",3.94386993085456,3.31659438784522,3.10079603533146,4.87746928334441,2.88670782942709,4.16353812932145,2.71335961138277,1.08545836342707,2.87720482822358,5.39754229714778
"GSM363199",3.58222132332493,3.072824086525,2.73126019360977,4.50623074257363,2.53897531948836,3.51844498302486,2.51031597610837,-0.629923156732698,3.04904548573577,4.68163671721995
"GSM363200",3.12868281845382,3.25410577982252,2.49135773610754,4.27520688829571,2.39275688266012,3.71626354479276,2.61687340771408,-0.316639567795474,3.13103647610331,5.08077763840044
"GSM363201",3.63553626657904,2.97665505235874,2.57156428787428,4.50218231002059,2.2818653390621,3.36274920409666,2.63527448150571,-0.591255813440765,2.75781528969968,4.38117839339263
"GSM363202",3.8946378007226,3.44077199424638,2.91398533003518,5.060063820083,2.74249562178462,4.15600161224633,2.79881282190725,1.87996864194754,3.30005515838835,5.42613256654087
"GSM363203",2.98740707992177,2.81684412826773,2.57247918067283,4.18627242999768,2.24609057506797,3.12559174462104,2.43155676972977,-1.25485408382782,2.71008307890747,4.32410846540222
"GSM363204",3.87492998703831,3.39825633718459,3.16113767901662,4.63632012138972,2.89597807854959,3.97331886855427,2.90647930939664,0.519484985957869,3.01066509998351,5.29234355879568
"GSM363205",3.39096300485688,2.88109529166374,2.72003886319904,4.95010597720455,2.28290434725781,3.5038055142779,2.48944897644803,0.665806656769139,3.29095155485571,5.04596186470936
"GSM363206",3.34809385949597,3.23743827739524,2.85023370814489,4.39266782398888,2.48672493365839,3.43240748481607,2.5120975164991,-0.719517913975197,3.3676233729367,4.68952709549629
"GSM363207",3.38279393705894,3.20824032719385,3.15391050196764,4.29534522876153,2.69759683703314,4.49236932187406,2.41858537316244,-1.95024311926426,3.16864590557257,5.92249752816541
"GSM363208",2.12470882918166,3.16712957259948,2.56602536314676,3.89335935960292,2.46361742513127,3.20063753059188,2.48439311051801,-3.00896195475925,3.24845666739964,4.40327714635329
"GSM363209",2.85391677383582,3.24743373339413,2.73326829134907,4.35957829707551,2.60989464193709,3.53076706149445,2.55778768134863,-0.415338414792003,2.94359990582891,4.86618382019543
"GSM363210",3.23097394363289,3.1627591668542,2.60798897493879,4.28046375611909,2.42479602683802,3.42511418941397,2.52889880098886,-0.51244002888749,3.32707765765283,4.62302082742709
"GSM363211",3.49558769869619,3.31280043593632,2.97482579120615,4.78467997671822,2.87113036287432,3.84163670090457,2.90619736152253,0.861937510140347,2.54101353265875,4.76221800252528
"GSM363212",2.63724885891487,3.23799195159464,2.73523549904579,4.2580392503189,2.6172980441357,3.34494440424223,2.5744967236512,-1.47802450431072,3.18797835045151,4.45101924008911
"GSM363213",4.03979302115983,3.23487059420294,3.28593762298929,4.86591497207962,2.94030515017424,4.03998526905537,2.95979594174771,1.17470412470572,3.02690993806277,5.25558364085899
"GSM363214",3.53177950626907,2.87588631358767,2.863766623053,4.38305188367599,2.38118261090787,3.42569117492328,2.46773514195902,-0.681211925278805,2.84158759908622,4.62926075087758
"GSM363215",3.34718858030812,3.6790907907187,3.3564546042977,5.07444209268212,2.88229149176915,4.12732801578245,2.85406003232892,0.144194138539453,3.46721292509866,5.32011861751128
"GSM363216",3.04674926458919,3.01554593102803,3.13684143753673,4.14133756688703,2.60408371147203,3.37177019152937,2.53042588934084,-1.71696426622322,2.90205443294379,4.4406552187643
"GSM363217",3.361653958945,3.1479878097269,3.6241541083065,6.49506348301355,2.33308281231707,3.19379928617798,2.89956817316065,-0.500264625022394,3.31138159747012,4.57394309403919
"GSM363218",3.07513276197377,2.92838146203437,3.05151783102303,4.13419303715652,2.77707819758698,3.87805695808355,2.52509942208913,-0.957219906108853,2.88752548323301,5.39281296058972
"GSM363219",2.92146479091004,2.86137741414123,2.77626037604901,4.44056647810484,2.50170768405762,3.29475170970694,2.50340188139372,-1.6936793389506,2.67162510239194,4.25147072971499
"GSM363220",2.95372538720629,3.13950801150285,2.75171357905488,4.09194072868069,2.46653771224047,3.55546217740667,2.42132714485213,-0.768514919122662,3.20766370387327,4.94221953674867
"GSM363221",3.06713816136183,3.05510763645764,2.66751922150213,4.15278672191669,2.38466244062892,3.24094443004535,2.62508067892856,-0.884626644490191,2.95068435090368,4.35890245547191
"GSM363222",3.18675681001473,2.81592466917382,2.85912550773611,4.12177370719945,2.02768805386742,3.40476745208069,2.57277826978299,0.82348547105381,2.25550971255221,4.76557299053633
"GSM363223",3.74379946230143,2.98145124517485,2.86658353061043,4.66805848696073,2.41482391283266,3.44427173046605,2.55567197607488,-0.12956258464044,2.89018889613314,4.53285765248758
"GSM363224",3.50116297106814,3.3472768510051,3.50522539142502,5.70666969288551,2.84688893905937,4.83365173891629,2.74931078582302,1.67908043611372,2.9101913105102,5.92489000633994
"GSM363225",3.73549406032339,3.07553398137783,2.92737210709581,4.53857733097751,2.50130356048944,3.52201397329417,2.60961660700741,-0.414253563712881,3.10521896895632,4.79274359778657
"GSM363226",4.37747464667427,3.37942721336394,3.69001552773353,4.7392612569428,2.6675992047279,4.24043324846669,2.67646019355389,2.06007506241478,3.05255714762089,5.57407841713282
"GSM363227",3.09794444491356,3.06419278077419,2.89120972082298,4.09235733739953,2.3628875314017,3.27271450743148,2.45071563474366,-0.939338018825797,3.20272048244346,4.55699462425148
"GSM363228",2.99473841354695,3.47884059574477,2.95517686123657,5.20555511053756,3.08507660630818,4.61485058737597,2.67253066094269,-0.635623913268572,3.5336392004702,6.21371768324973
"GSM363229",3.66811413336602,3.10968240148525,2.8286472245221,4.5519328754394,2.53113837690893,3.50369500297746,2.52706842667919,-0.261116755891565,3.16950346521891,4.68543744770809
"GSM363230",4.38585439937263,3.2996204722365,2.61843110445353,5.40293395746629,3.02511540135199,4.63994323895091,2.8218714680624,1.74670443479115,3.10636183133825,5.76308883684928
"GSM363231",3.04462265171853,3.19197803524602,3.05829600206603,4.23941996735722,2.53704728475891,3.23963432861088,2.61522933248292,-1.44265726102743,3.12024272484138,4.34808221291357
"GSM363232",3.11304906265466,2.99076228530891,3.22621736423244,4.38404204181881,2.35085178096357,3.41700707993535,2.56611250302099,0.146641844566369,3.15180139880237,4.94120372624451
"GSM363233",2.82286304160541,3.01274662151899,2.78630992862827,4.01618796102319,2.32631501991285,3.07456915677822,2.33317538666413,-1.63624690833479,3.12119744313556,4.32425999063284
"GSM363234",3.13217195855634,3.19519128732768,2.85062373204812,4.22092428236442,2.55936875987856,3.33164415492068,2.56190000394814,-1.21841154953266,3.27811998080711,4.58137561857679
"GSM363235",2.4866928935321,2.86450871239288,2.55916027633207,4.00211211205604,1.99549768828974,3.65999133035731,2.40442510376297,-0.245314805693584,2.49270022767185,5.01703237123697
"GSM363236",2.17070002133845,3.04809534722661,2.79937630998979,3.76647686598182,2.38036542860672,3.16582511134751,2.44763983392735,-2.20559275295323,3.00762991668325,4.49236570903623
"GSM363237",1.82213941675802,2.81110143888564,3.03764691214519,3.60317878526237,1.80572113144003,3.23401118305782,1.92564583228724,-2.20551374223165,2.12104223208628,4.70732055794495
"GSM363238",2.66829712170174,3.10689628271232,2.76912962516354,3.79641612354901,2.34827619576652,3.16965348446037,2.40218283660889,-1.73621355776428,3.3050030831201,4.44064115907295
"GSM363239",3.77595613594549,3.19583631210078,2.94225503605693,5.29757298238918,3.11214173404833,4.46106966076218,2.59535017872565,1.76750353140612,3.25715954759667,5.75306741305209
"GSM363240",3.12039293081225,3.09023857669828,2.80944133804086,4.24728477994569,2.43452001047146,3.34796042621546,2.58217331645586,-1.26221405215455,3.04307575147201,4.56844008769673
"GSM363241",3.62134354525302,3.69932795589478,3.20744544004195,4.95708579242887,2.41796095714915,4.10519272155702,2.62416403191489,0.678327618760781,3.65415122406023,5.38099831172738
"GSM363242",3.10024515541294,3.03145226820545,2.63401534112508,4.18617958461032,2.33592974773879,3.15548501009891,2.54094634376665,-1.21670144188331,3.00799190525631,4.37931163208719
"GSM363243",3.37977734783009,3.13936569999078,2.91886561591117,4.27050967465272,2.46654026895588,3.49602310618331,2.56187628286519,-0.307577214591252,2.98859028166014,4.76284559208668
"GSM363244",2.85170526757238,2.98927271217254,2.75985638224476,4.11333908274088,2.43647359450426,3.03621591857953,2.48522265481529,-1.92597016341326,2.759897375581,4.17180882776968
"GSM363245",1.93619919546268,2.96999973602003,2.78225608923596,4.03771027218045,1.93777494174185,3.32680539562154,2.17490085246451,-0.980860377899931,2.38947688120604,4.58132832824289
"GSM363246",2.86178087303357,3.11430456466687,2.79261187589078,3.91831246953932,2.4822560360986,3.26314123931192,2.51904806174975,-1.57065711821598,3.22364279355903,4.50712431690988
"GSM363247",4.28275500202712,3.23850738572587,3.38255584208992,5.10698214973103,2.7039353032065,4.63218378875959,2.48669711233549,2.02105153294466,3.02820940830762,5.72375970486466
"GSM363248",3.40165183687278,2.97572738970956,2.89041374759858,4.30745360377496,2.29222270969831,3.34755091878743,2.50899702585185,-1.01854294537041,2.97519065311977,4.59480073698617
"GSM363249",3.23479264572332,3.07593993297473,3.06096022963361,4.79391900653358,2.19902244459819,3.59949692023851,2.87127385380968,0.723428718873044,2.21396525390283,4.91035167060219
"GSM363250",3.67799092433479,3.06248157110939,2.65695798123964,4.53031962237299,2.42317942087645,3.43598107261938,2.60332394770684,-0.139884591052773,2.98329927309593,4.556839549446
"GSM363251",3.87482154327268,3.67525148784649,3.0710106390037,4.59038399670839,2.99328814317689,3.92070972984967,3.02912153396436,1.77013067134254,3.36399259137111,5.26230183987123
"GSM363252",3.12433926676573,3.06781077960594,2.97691083072075,4.18538539553001,2.39496376463432,3.34484631069014,2.51860402125527,-1.26583987760047,3.07092121691132,4.51086286368081
"GSM363253",2.64773589691901,2.88318947560185,2.79049210941352,3.92635005414598,2.15942114034156,3.0326404458478,2.26481319191412,-1.77403936002312,2.99720292972584,4.35798357498801
